codigo,Tipología de Oficina,Red,Fecha de Apertura,Nombre,Cantidad Puntos de Atención,Dirección,Indicativo,Teléfono Oficina,Fax,codigoOficina,Nombre Oficina Adscrita,Servilinea,Cliente Externo,Abreviado,Código Dane,Municipio,Departamento,Tipo de Ciudad,Uso del suelo,Región,Zona Comercial,Gerencia Administrativa,Horario Normal,Horario Adicional,Servicio Prestado en Horario Adicional,Atencion a personas con Discapacidad,Servicaja,Cajero Automático,Depositario,Kioscos,Multifuncionales ,Servilinea,Internet,Cantidad de filas propuestas ,Fila Invitados ,Fila Preferencial,Fila Clientes,Fila Tarjeta Verde
879,Oficina Premium,PMP,05/07/2011,Oficina Premium Calle 36,1,Calle 36 N° 7- 47,51,2 323400 - 2 323412 - Cel JDS:3163747242,2 323468,,,,2323400-2323412-2323429,-,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. Fin de mes 9:00 a.m. - 3:00 p.m.,NO,,No,NO,1,0,0,0,No,No,,,,,
880,Oficina,PMP,19/12/2011,Montería Norte,1,Calle 64 A N° 6-07 Montería,54,7 850454 - 7 850026 - 7 850220 - Cel. Gerente: 316 8768952 - Cel. Jds: 315 4862577 - Cel JDS:3173732783,,,,,,,23001,Montería ,Córdoba,Intermedia,Residencial,Costa,CO - 5  Cordoba - Sucre,Costa,Lunes a Viernes y Fin de mes 9:00 a.m. - 12:00 a.m. / 2:00 p.m - 3:30 p.m. ,Lunes a Viernes 5:00 p.m. - 6:30 p.m.   / Sábado 8:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,No,No,3,X,X,X,
881,Oficina  De  Recaudos Y Pagos,PMP,21/08/2007,Oficina de Recaudos y Pagos Cabecera,1,Calle 52 N°  31-05,57,6 434486 - 6 430056,,,,6 525500,,,68001,Bucaramanga,Santander,Principal,,Oriente,,Oriente,Lunes a Viernes (Del 1 al 15 de cada mes) 8:00 a.m. - 4:30 p.m. Lunes - Viernes (Del 16 al 31 de cada mes) 8:00 a.m. - 12:00 m / 2:00 p.m.- 4:30 p.m.,Lunes a Viernes 5:30 p.m. - 8:00 p.m.   / Sábado 9:00 a.m. - 1:00 p.m.,Caja,Sí,NO,1,0,0,0,No,No,2,X,,,X
885,Oficina,PMP,15/12/2007,Anapoima,1,Carrera 2a N° 3-04,51,8 990580 - 8 990728 - 8 993479 - 8 993478 - Cel. Gerente: 315 3075007 - Cel Jds 317 4284498 - Cel JDS:3163972747,,,,3 820000,,8770885,25035,Anapoima,Cundinamarca,Población,Comercial,Central, CE - 3 Girardot,Central,Lunes a Viernes    8:00 a.m. -  3:00 p.m.,Sábado 9:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
889,Oficina  De  Recaudos Y Pagos,PMP,23/06/2008,Oficina de Recaudos y Pagos Plaza Bolívar Pereira,1,Carrera 7a N° 20-38,56,3 343915,,,,5 764330,,,66001,Pereira,Risaralda,Intermedia,,Antioquia,,Antioquia,Lunes a Jueves    8:00 a.m. - 4:00  p.m.   Viernes  8:00 a.m. - 4:30 p.m. ,NO,,No,NO,1,0,0,0,No,No,2,X,,,X
895,Oficina,MB,27/05/2008,Moniquira,1,Carrera 4 N° 18-66,58,7 280083 -  7 280131 - 7 280135 - Cel. Gerente: 317 6550889 - Cel JDS:3167579592,7 280089,,,0-18000518877,,,15469,Moniquirá,Boyacá,Población,Comercial,Oriente,OR - 2 Boyacá - Norte Cundinamarca,Oriente,Lunes a Jueves  8:00 a.m. -  11:30 a.m. /  2:00 p.m. -  4:00 p.m.              Viernes  8:00 a.m. - 11:30 a.m. /  2:00 p.m. -  4:30 p.m. ,,,No,NO,1,0,0,0,Si,No,3,X,X,X,
897,Oficina,PMP,28/05/2007,Caucasia,1,Carrera 20 N° 3-76  Centro Comercial Caucacentro Local 10,54,8 392827 - 8 392924 - 8 393016 -  Cel. Gerente: 315 4334766 - Cel JDS:3173759830,Ext 107,,,5 764330,,,5154,Caucasia,Antioquia,Población,Comercial,Antioquia,AN-4-Antioquia Choco,Antioquia,"Lunes a Jueves     8:00 a.m. - 11:30 a.m.  /  2:00 p.m. -  4:00 p.m.                  Viernes  8:00 a.m. -  11:30 a.m.  /  2:00 p.m.  -  4:30 p.m.  
",Sábado 9:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,No,No,3,X,X,X,
899,Oficina Básica,PMP,05/11/2013,Universidad El Bosque,1,Carrera 9 N° 129-96 Local 6,51,6 253674 - 6 480233 - 6 480278 - 6 480276 - 6 480258 - Cel. Gerente: 313 3904721 - Cel JDS:3173678520,,,,,,,11001,Bogotá D.C.,Bogotá D.C.,Principal,Residencial,Bogotá Norte,BN - 7  Bogota - Santa Barbara,Bogotá Norte,Lunes a Viernes    9:00 a.m. -  3:30 p.m.,NO,,No,No,1,0,0,0,No,No,3,X,X,X,
900,Oficina,PMP,16/11/2012,Centro Comercial Cacique,1,Transversal Oriental N° 90-182 Locales 331 y 332,57,6 364040 - 6 364242 - 6 361717 -  Cel. Gerente: 315 6502523 - Cel JDS:3164535629,,,,6 525500,,,68001,Bucaramanga,Santander,Principal,Centro Comercial,Oriente,OR -3 Bucaramanga,Oriente,Lunes a Viernes    9:00 a.m. -  4:30 p.m.,Lunes a Viernes 4:30 p.m. - 8:00 p.m.   / Sábado 9:00 a.m. - 5:00 p.m. ,"Lunes a Viernes: Caja /Plataforma
Sabado: Caja 9:00 am - 5.00 pm / 
Plataforma 9:00 am a  1:00 pm",No,NO,2,0,0,0,Sí,No,3,X,X,X,
906,Oficina  De  Recaudos Y Pagos,PMP,01/09/2007,Oficina de Recaudos y Pagos Calle 72,1,Carrera 48 N° 72-25,55,3 587736 -  3 588725 - ,,,,3 504300,,,8001,Barranquilla,Atlántico,Principal,,Costa,,Costa,"Lunes a Jueves y primeros 5 dias habiles del mes de 7:00 a.m. - 4:00 p.m,. los demas dias de lunes a Jueves  8:00a.m. - 4:00 p.m.  Viernes  8:00 a.m. - 4:30 p.m. ",Sábado 8:00 a.m. a 1:00 p.m.,Caja,No,NO,1,0,0,0,No,No,2,X,,,X
907,Oficina,PMP,28/07/2008,Centro Comercial Caribe Plaza,1,Calle 29D N° 22-150 Local 0-08 Centro Comercial Caribe Plaza,55,6 720410 - 6 720411 - 6 720412 - Cel. Gerente: 318 3023845 - Cel JDS: 3167578667 - Cel JDS HA: 3188342761,,,,6 642010,,,13001,Cartagena,Bolivar,Intermedia,Centro Comercial,Costa,"CO - 3 Bolívar, San Andrés y Providencia",Costa,Lunes a Viernes y fin de mes  08:30 a.m a 03:00 p.m en Jornada Continua.,Lunes a viernes 5:00 p.m -  08:00 p.m. / Sábado  9:00 a.m - 2:00 p.m,Caja / Plataforma,No,NO,1,0,1,1,Sí,No,3,X,X,X,
910,Oficina,PMP,10/12/2007,Centro Comercial Portal del Prado,1,Centro Comercial Portal del Prado Calle 53 N° 46-38 Local 1-12,55,3 799788 - 3 799782 - Cel. Gerente: 317 3812018 - Cel JDS:3175362594,,,,3 504300,,,8001,Barranquilla,Atlántico,Principal,Centro Comercial,Costa,CO - 7 Barranquilla - Centro,Costa,Lunes a Viernes    10:00 a.m. - 4:00 p.m. Jornada Continua,Sábado 10:00 a.m. - 4:00 p.m.,Caja / Plataforma,No,NO,2,0,1,0,No,No,3,X,X,X,
911,Oficina,PMP,11/10/2012,Centro Comercial Viva Buenaventura,1,Calle 2 N° 66-86 Km.11,52,2 421611 - Cel. Gerente: 317 4277894,2 421611,,,8 980077,,-,76109,Buenaventura,Valle del Cauca,Población,Centro Comercial,Occidente,OCC -7 Valle del Cauca ,Occidente,"Lunes a Jueves  8:00 a.m. - 11:30 a.m.  /  2:00 p.m. -  4:00 p.m.
Viernes  8:00 a.m. -  11:30 a.m. / 2:00 p.m. - 4:30 p.m.",NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
912,Oficina,PMP,27/05/2013,Centro Comercial Pereira Plaza,1,Carrera 13 N° 15-35 Locales 202-203-204 y 205,56,3 332618 - 3 332628 - 3 332621 - 3 332638 - Cel. Gerente: 318 6833765 - Cel JDS:3166252058,,,,,,-,66001,Pereira,Risaralda,Intermedia,Centro Comercial,Antioquia,AN-9  Risaralda,Antioquia,Lunes a Jueves    8:30 a.m. - 4:00  p.m.   Viernes  8:30 a.m. - 4:30 p.m.,Sábado  9:00 a.m - 1:00 p.m,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
913,Oficina,PMP,06/11/2012,Centro Comercial Victoria Plaza,1,Carrera 11 Bis N° 17-20 Local 238 A Centro Comercial Victoria Plaza,56,3 339089 - 3 335409 - 3 333478 - 3 340895 - Cel. Gerente: 317 3004078 - Cel JDS:3166295024,3 339089 Ext.158,,,3 348383,3339089 – 3335409 - 3333478 – 3340895,-,66001,Pereira,Risaralda,Intermedia,Centro Comercial,Antioquia,AN-9  Risaralda,Antioquia,"Lunes a Jueves     9:30 a.m. - 4:30  p.m.  Viernes  9:30 a.m. - 5:00 p.m.
",Sábado 10:00 a.m. - 3:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,No,No,2,X,X,,
914,Oficina,PMP,04/03/2013,Guarne,1,Calle 51 N° 49-67 Guarne Antioquia,54,5 517724 - 5 517335 - 5 510090 - Cel. Gerente: 314 6825944 - Cel JDS:3188097778,5 510090 Ext. 158,,,5 764330,,-,5318,Guarne,Antioquia,Población,Comercial,Antioquia,AN-3 - Antioquia ,Antioquia,Lunes a Jueves    8:00  a.m. - 11:30 p.m. / 1:00 p.m. - 3:00 p.m.                    Viernes  8:00 a.m.  - 11:30 a.m.  / 1:00 p.m. - 3:30 p.m. ,Sábado 8:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,No,No,3,X,X,X,
920,Oficina,PMP,27/05/2013,Siberia,1,Complejo Logístico de Siberia 150 mts delante de Siberia-Cota ,51,8 418928 - 8 414929 - 8 414969 - 8 414968 - 8 414970 - Cel. Gerente: 317 4236338 - Cel Jds 317 5173587 - Cel JDS:3184299538,,,,,,-,25214,Cota,Cundinamarca,Población,Comercial,Central, CE - 2 Cundinamarca - Sabana,Central,Lunes a Viernes   9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
924,Oficina Premium,PMP,23/09/2013,Oficina Premium Urban Plaza,1,Calle 90 N° 11-13 Local 1,51, 2 576936 - 6 354704 - 6 346547 -6 346544 - 6 346545 - Cel JDS:3185887003,,,,,,,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.,NO,,No,No,1,0,0,0,No,No,,,,,
937,Oficina,PMP,16/04/2013,Gigante,1,Carrera 4 N° 3-66,58,8 325475 - 8 326537 - 8 325060 - Cel. Gerente: 316 4664821 - Cel Jds 316 4217680 - Cel JDS:3186932764,,,,,,-,41306,Gigante,Huila,Población,Comercial,Central, CE - 4 Huila - Caqueta,Central,"Lunes a jueves  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m. Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:30 p.m.
","Sábado 10:00 a.m. - 1:30 p.m.
",,No,NO,1,0,0,0,No,No,3,X,X,X,
939,Extensión De Oficina,PMP,28/01/2013,Terminal de Transportes Pasto,1,Carrera 6 N° 16D-50 Local 3-4-5-6,58,7 307333 - 7 307332,,,,,,,52001,Pasto,Nariño,Intermedia,Comercial,Occidente,,Occidente,"Lunes a jueves de 8:00 a.m. - 11:30 a.m. y de 2:00 p.m. - 4:00 p.m. 
Viernes de 8:00 a.m. - 11:30 a.m. y de 2:00 p.m. - 4:30 p.m.  
Fin de mes de 8:00 a.m. - 11:30 a.m. y de 2:00 p.m. - 4:00 p.m. 
",No,Caja / Plataforma,No,No,1,0,0,0,No,No,1,X,,,
942,Oficina,PMP,04/03/2013,Santuario,1,Calle 50 N° 49-53 Municipio Santuario,54,5 463937 - 5 463856 -  5463223 - Cel. Gerente: 315 4337316 - Cel JDS:3188658842,5 463856 Ext. 158,,,5 764330,,-,5697,El Santuario,Antioquia,Población,Comercial,Antioquia,AN-3 - Antioquia ,Antioquia,"Lunes a Jueves 8:00 a.m. -  11:30 a.m. / 1:00 p.m. a 3:00 p.m. Viernes  8:00 a.m. - 11:30 a.m. / 1:00 p.m. 3:30 p.m.
",No,Caja / Plataforma,No,NO,1,0,0,0,No,No,3,X,X,X,
948,Oficina,PMP,04/04/2013,Centro Comercial Miraflores,1,Carrera 34 N° 33-78 Local 16,51,3 077000 Cód. 948  - 3 844598 - 3 844611 - 3 844609 -  Cel. Gerente: 317 6469871 - Cel JDS:3174242211,,,,3 820000  ,3077000 + Cod. Oficina,-,25754,Soacha,Cundinamarca,Población,Centro Comercial,Bogotá Sur,BS - 01 Bogota - AutoSur,Bogotá Sur,Lunes a Viernes    9:00 a.m. -  3:30 p.m.,NO,,No,NO,2,0,0,0,Sí,No,2,X,X,X,
965,Oficina Premium,PMP,05/11/2010,San Fernando Plaza,1,Carrera 43 A N° 1-40 Centro Comercial San Fernando Plaza,54,3 261144 - 3 261904  - Cel JDS:3173798820,,,,,,,5001,Medellín,Antioquia,Principal,Comercial,Antioquia,,Antioquia,"Lunes a Jueves     8:00 a.m. - 11:30 a.m. /  2:00 p.m.   -  4:00 p.m.                 Viernes  8:00 a.m.  - 11:30 a.m.   /  2:00 p.m. - 4:30 p.m.
",NO,,No,NO,1,0,0,0,No,No,,,,,
968,Oficina Premium,PMP,11/01/2011,Centro Comercial Unicentro Cali,1,Carrera 100 N° 5-169 Locales 435 y 435A,52,3 169757,,,,,,,76001,Cali,Valle del Cauca,Principal,Comercial,Occidente,,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.  Viernes  8:00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:30 p.m. ,NO,,No,NO,1,0,0,0,No,No,,,,,
975,Oficina Premium,PMP,17/01/2011,Barranquilla,1,"Calle 77 B N° 59-31 local 105, Centro Empresarial las Américas II",55,3 605393 - 3 605365 - 3 602343 - Cel JDS:3168269202,,,,,,,8001,Barranquilla,Atlántico,Principal,Comercial,Costa,CO - 1 Barranquilla - Norte,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11.30 a.m. /  2:00 p.m. - 4.00 p.m.  Viernes  8:00 a.m. - 11.30 a.m. / 2.00 p.m. - 4.30 a.m.,NO,,No,NO,1,0,,,No,Sí,,,,,
979,Oficina,PMP,24/08/2015,Alameda Reyes,1,Calle 26 Carrera 7 - 10,54,6 719932 - 6 715622 - 6 709993 - Cel. Gerente: 318 4635231 - Cel JDS:3163837773,,,,,,,27001,Quibdó,Choco,Intermedia,,Antioquia,AN-4-Antioquia Choco,Antioquia,Lunes a Jueves    8:00 a.m. - 11:30 a.m. /  2:00 p.m. -  4:00 p.m.                     Viernes  8:00 a.m - 11:30 a.m.  / 2:00 p.m. - 4:30 p.m.,,,No,No,2,0,0,0,No,No,3,X,X,X,
980,Oficina,PMP,20/06/2011,San Pedro de Los Milagros,1,Carrera 49 A N° 49- 36,54,8 686845 - 8 686853  - Cel. Gerente: 316 6183496 - Cel JDS:3186347009,8 686853 Ext 158,,,5 764330,,-,5664,San Pedro de Los Milagros,Antioquia,Población,Comercial,Antioquia,AN-3 - Antioquia ,Antioquia,"Lunes a Viernes  8:00 a.m. - 12:00 m. / 1:30 p.m. - 3:30 p.m. 
 ",,Caja / Plataforma,No,NO,1,0,0,0,No,No,2,X,X,,
981,Oficina,PMP,15/09/2012,Centro Comercial Unicentro Armenia,1,Carrera 14 N° 6-02 Armenia,56,7 313645 - 7 312369 - 7 312687 - Cel. Gerente: 316 3613692 - Cel JDS:3166228599,,,,,,-,63001,Armenia,Quindio,Intermedia,Centro Comercial,Antioquia,AN-8 Quindio,Antioquia,Lunes a Jueves     9:00 a.m. -  4:00  p.m. Viernes  9:00 a.m. -  4:30   Jornada Continua,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,Sí,No,3,X,X,X,
983,Oficina,PMP,13/03/2013,La Estrella,1,Carrera 61 N° 79 sur- 27 Municipio La Estrella,54,3 090998 - 3 073907 - 3 074118 -  Cel. Gerente: 318 6082888 - Cel JDS:3188901712,3 090998 Ext.158,,,,,,5380,La Estrella,Antioquia,Población,Comercial,Antioquia,AN-10  Valle del Aburra sur,Antioquia,Lunes a jueves 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m. Viernes: 8:00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:30 p.m,No,Caja / Plataforma,No,NO,1,0,0,0,No,No,3,X,X,X,
984,Oficina,PMP,07/02/2011,Puerto Boyacá,1,Carrera 3 N° 10 - 86 Municipio Puerto Boyacá,58,7 385629 - 7 383861- 7 383919 - Cel. Gerente: 318 3851140 - Cel JDS:3178686115,,,,0-18000518877,,,15572,Puerto Boyacá,Boyacá,Población,Comercial,Antioquia,AN-4-Antioquia Choco,Antioquia,Lunes a Jueves    8:00 a.m.- 11:30 a.m.   /  2:00 p.m  -  4:00 p.m.                  Viernes 8:00  a.m. - 11.30 p.m.   / 2:00 p.m. -  4:30 p.m. ,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,Sí,No,3,X,X,X,
985,Oficina Premium,PMP,31/01/2011,Cabecera - Bucaramanga,1,Carrera 38 N° 48-152,57,6 438787 - 6 570088 - Cel JDS:3177006253,6 570088,,,6 525500,,,68001,Bucaramanga,Santander,Principal,Comercial,Oriente,,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,No,Si,,,,,
989,Oficina,PMP,05/11/2010,Calle 122 Carrera 15A,1,Calle 122 N° 15 A - 10,51,6 203655 - 6 196522 - 6 196511 - 6 196494 - 6 205563 - Cel. Gerente: 318 7356129 - Cel JDS:3176712453,,,,,,44989,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN - 7  Bogota - Santa Barbara,Bogotá Norte,Lunes a Viernes    9:00 a.m.  -  3:30 p.m.,NO,,No,NO,1,0,0,0,No,No,3,X,X,X,
991,Oficina,PMP,01/04/2008,El Porvenir,1,Carrera 5 N° 30 –54,52,,,,,8 980077,,,76001,Cali,Valle del Cauca,Principal,Industrial,Occidente,OCC -2 Cali - Centro,Occidente,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m. / Viernes  8:00 a.m. - 11:30 a.m.   2:00 p.m. - 4:30 p.m. ,NO,,No,NO,1,1,0,0,Sí,No,3,X,X,X,
993,Oficina,MB,AL 31 DE ENERO,Villanueva,1,Calle 11 N° 8-31/39 Zona Urbana,58,6 236106 - 6 236107 - 6 236109 - Cel. Gerente: 318 7828668 - Cel JDS:3183457163,,,,,,,85440,Villanueva,Casanare,Población,Comercial,Oriente,OR -6 Casanare - Bucaramanga,Oriente,Lunes a Jueves    8:00 a.m. - 11:30 a.m. / 2:00 p.m. a  4:00 p.m. / Viernes 9:00 a.m. 11:30 a.m. / 2:00 p.m. -  4:30 p.m.,Sábado 9:00 a.m. - 1:00 p.m.,,No,NO,2,0,0,0,Si,No,3,X,X,X,
994,Oficina  De  Recaudos Y Pagos,PMP,19/06/2007,Oficina de Recaudos y Pagos Itagüí,1,Calle 50 N° 49-33,54,2 812795 - 2 814186 - 3 722352,,,,5 764330,,,5360,Itagui,Antioquia,Población,,Antioquia,,Antioquia,"Lunes a Jueves    8:00 a.m. -  4:00 p.m.  Viernes  8:00 a.m - 4:30 p.m  Jornada Continua
",NO,,No,NO,1,0,0,0,No,No,2,X,,,X
995,Oficina,MB,03/07/2007,Calle 98,1,Carrera 15 N° 97-80,51,6 408709 - 6 408913 - 6 408916 - 6 408911 - 6 408912 - Cel. Gerente:  318 8659713 - Cel JDS:3174966831,6 408709,,,3 820000  ,3077000 + Cod. Oficina,44995,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN - 4  Bogota - Cr. 7,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
996,Oficina,PMP,08/01/2008,Centro Empresarial Américas,1,Calle 77 B N° 57-141 Local 106  Centro Empresarial las America I,55,3 680016 - 3 684698 - Cel. Gerente: 317 8541630 - Cel JDS 317 4371410 - Cel JDS:3183023881,,,,3 504300,,,8001,Barranquilla,Atlántico,Principal,Comercial,Costa,CO - 1 Barranquilla - Norte,Costa,Lunes a Jueves y Fin de mes  8:00 a.m - 11:30 a.m. - 2:00 p.m. -  4:00 p.m.  Viernes  8:00 a.m. - 11:30 a.m. /  2:00 p.m. a  4:30 p.m.,No,Caja / Plataforma,No,NO,1,1,0,0,Si,No,4,X,X,X,X
997,Extensión De Oficina,PMP,29/08/2011,Becerril ( depende de la oficina 224 Codazzi),1,Calle 10 N° 6-28 Centro Administrativo Municipal.,55,5 768199 - 5 768800 - Cel JDS:3154110080,,599, La Jagua,0-18000518877,,-,20045,Becerril,Cesar,Población,Comercial,Costa,CO - 4 Cesar,Costa,Lunes a Jueves y Fin  de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:00 p.m. Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m. ,,,No,NO,1,0,0,0,No,No,1,X,,,
1963,Oficina De Asesoría Al Empresario Pyme,PMP,,Mosquera,1,Carrera 2a N° 2-02,51,8931881 - 8931882  ext. 125 ,8 932068,,,3 820000  ,3077000 + Cód.. Oficina,,25473,Mosquera,Cundinamarca,Población,Comercial,Bogotá Sur, CE - 1 Cundinamarca,Bogotá Sur,Lunes a Viernes   9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,0,0,0,0,No,No,,,,,
5011,Centro De Atención Libranzas,PMP,01/03/2012,CAN,1,Calle 44 N° 58-42 Segundo Piso,51,3 151417 ,,,,,,,11001,Bogotá D.C.,Bogotá D.C.,Principal,,Bogotá Sur,,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 6:00 p.m.  Jornada Continua  Sábado  9:00 a.m. - 1:00 p.m. Horario de Caja: Lunes a Viernes  9:00 a.m. - 12:00 m / 1:00 p.m. - 3:30 p.m. Sábado  9:00 a.m. - 1:00 p.m. Cierre : Domingo,,,No,No,0,0,0,0,No,No,,,,,
5012,Centro De Atención Libranzas,PMP,01/09/2012,Policía Metropolitana Bogotá,1,Carrera 15 N° 6a-25,51,3 344958 Cel. 318 3475372,,,,,,,11001,Bogotá D.C.,Bogotá D.C.,Principal,,Bogotá Sur,,Bogotá Sur,Lunes a Viernes    8:00 a.m. -  5:30 p.m.,NO,,No,No,0,0,0,0,No,No,,,,,
5014,Centro De Atención Libranzas,PMP,05/04/2013,Policía Metropolitana Barranquilla,1,Carrera 43 N° 47-19 Primer piso Barrio Rosario,55,3 200820 -  3 516369,,,,,,,8001,Barranquilla,Atlántico,Principal,,Costa,Si,Costa,Lunes a Viernes    7:00 a.m. -12:00 p.m.  / 2:00 p.m. - 5:30 p.m.,NO,,No,No,0,0,0,0,No,No,,,,,
5018,Centro De Atención Libranzas,PMP,08/11/2012,Cantón Norte Escuela de Armas y Servicios - CEMIL,1,Carrera 7 N° 102 - 51,51,6 207167,,,,,,,11001,Bogotá D.C.,Bogotá D.C.,Principal,,Bogotá Norte,,Bogotá Norte,Lunes a Viernes    8:00 a.m. - 5:00 p.m.,NO,,No,No,0,0,0,0,No,No,N/A,N/A,N/A,N/A,N/A
5028,Centro De Atención Libranzas,PMP,10/02/2014,Puerto Asís,1,Calle 11 N° 17 - 79 Barrio Las Américas,58,8 420308 - 311 8110813 - 317 6469425,,,,,,,86568,Puerto Asís,Putumayo,Población,,Central,,,Lunes a Viernes  7:30 a.m. - 12:00 p.m. Jornada Continua,NO,,No,0,0,0,,,No,No,,,,,
5029,Centro De Atención Libranzas,PMP,05/12/2013,Policía Espinal,1,Calle 6 N° 11-78 Local 3,58,2 391708 Celular 311 5146968 - 317 4018857-313 4619834,,,,,,,73268,Espinal,Tolima,Intermedia,,Central,,,Lunes a Viernes   Jornada Continua   7:00 a.m. - 4:00 p.m.,Sábado 9:00 a.m. – 1:00 p.m.,,No,No,0,0,0,0,No,No,,,,,
5030,Centro De Atención Libranzas,PMP,18/11/2013,Ejercito Villavicencio,1,"Kilómetro 7 Vía Puerto López, Finca Ticuna Vereda Apiay Frente IV División del Ejército.",58,315 8916426 - 318 7075790,,,,,,,50001,Villavicencio,Meta,Intermedia,,Central,,,Lunes a Viernes    8:00 a.m. - 12:00 p.m. / 1:00 p.m. - 5:00 p.m.,NO,,No,No,0,0,0,0,No,No,,,,,
5034,Centro De Atención Libranzas,PMP,10/02/2014,Policía Metropólitana de Cúcuta,1,"Centro Comercial Navarra Avenida 3 N° 19 - 35 San Luis, Local 13",57,5 846003  Cel Coordinador:  315 3206075,,,,,,,54001,Cúcuta,Norte de Santander,Intermedia,,Oriente,,Oriente,Lunes a Viernes    Jornada Continua 8:00 a.m. - 5:30 p.m.,NO,,No,No,0,0,0,0,No,No,,,,,
5035,Centro De Atención Libranzas,PMP,13/08/2014,División Ejército Popayán,1,Avenida los Cuarteles N° 80-00,,317 3646478,,,,,,,19001,Popayán,Cauca,Intermedia,,Occidente,,Occidente,Lunes a Viernes    8:00 a.m. -  4:00 p.m. (Jornada Continua)  Fin de Mes   8:00 a.m. -  4:00 p.m. (Jornada Continua),NO,,No,No,0,0,0,0,No,No,,,,,
5036,Centro De Atención Libranzas,PMP,02/03/2015,Montería,1,Avenida Sierra Chiquita- Brigada 11,54,7 841409- 318 2543583,,,,,,,23001,Montería ,Córdoba,Intermedia,,Costa,,Costa,Lunes a Viernes    8:00 a.m. - 12:00 p.m  / 1:30 p.m. - 5:00 p.m.  ,NO,,No,No,0,0,0,0,No,No,,,,,
5040,Centro De Atención Libranzas,PMP,23/01/2017,Centro de Atención de Libranza Villavicencio,1,Calle 38 N° 33 -57 Piso 1,,,,,,,,,,Villavicencio,Meta,,,,Llanos Orientales,,Lunes a Viernes  8:00 a.m. - 12:00 a.m.  /  2:00 p.m. - 6:00 p.m.,,Asesores de Libranzas,No,No,0,0,0,0,No,No,,,,,
5043,Centro De Atención Libranzas,PMP,20/02/2017,Centro de Atención de Libranzas Fiduprevisora Calle 72,1,Calle 72 No. 10-03 Local 106,,,,,,,,,,Bogotá D.C,Bogotá D.C,Principal,,Bogotá ,01-Centro,,Lunes a Viernes  8:00 a.m. -  04:30 p.m. Jornada Continua,,Asesores de Libranzas,No,No,0,0,0,0,No ,No,,,,,
9765,Centro Especializado De Vivienda,PMP,21/08/2012,Medellín,1,Carrera 43 a N° 7-50 Interior 101 Hotel Dann Carlton,54,3 117332 - 3 117759 - 3 118114 - 3 117795,,,,,,,5001,Medellín,Antioquia,Principal,,Antioquia,,Antioquia,Lunes a Viernes    8:00 a.m. -12:00 p.m.  / 2:00 p.m. - 5:00 p.m.,NO,,No,No,0,0,1,1,No,No,,,,,
